"기관명","기관연락처","기관주소","홈페이지","위치(위도)","위치(경도)"
"(주)기독교음악예술원","02-2268-8685","서울 중구 장충동1가 38-84 기독교음악예술원","www.agapemusic.org","37.56215","127.00914"
"(주)기독교음악예술원","02-2268-8685","서울특별시 중구 장충단로8길 49 기독교음악예술원","http://www.agapemusic.org","37.56219","127.00914"
"(주)김범식독일어학원","02-722-7761","종로구 우정국로2길 21 8층","http://www.bskseoul.kr/","37.48123","126.98647"
"(주)늘푸른한가족평생교육원","02-1588-0813","서울특별시 양천구 오목로 181 5층일부","","37.52537","126.85747"
"(주)대신기술능력개발원","02-471-5555","강동구 양재대로 1377 삼원빌딩 3층","http://www.daesin.or.kr/","",""
"(주)대양전기직업전문학교","02-907-7114","도봉구 노해로 63길 51 상아프라자 3층","http://dyang.co.kr/","37.55663","126.9372"
"(주)동서울아카데미","02-488-6666","강동구 천호대로151길 36","http://www.dongseoul.co.kr/","",""
"(주)드림힐원격평생교육시설","02-6285-2011","서울특별시 금천구 가산디지털2로 14 [ 가산동  대륭테크노타운12차 ] 213호","http://www.drhill.co.kr","37.46968","126.88425"
"(주)디엔브이인증원","02-723-7593","종로구 종로 1 교보생명빌딩 18 20층","https://www.dnvgl.co.kr","37.569034","126.984109"
"(주)디엔브이인증원교육원","02-723-7594","서울 중구 무교동 더익스체인지서울빌딩 15층 ","www.dnv.co.kr","37.56808","126.97915"
"(주)디엔브이인증원교육원","02-724-8432","서울특별시 종로구 종로 1 [ 종로1가   교보생명빌딩 ] 20층 DNVGL Training Center","http://www.dnvba.co.kr","37.57524","126.98287"
"(주)디자인교육개발원","02-3147-2835","광진구 군자로 100 현대프라자 3층","http://www.design-yr.com/","37.612376","127.078464"
"(주)명화공업","02-852-0211","금천구 두산로 55","http://www.myunghwa.com/","",""
"(주)모라비안유니타스","02-544-8508","서울특별시 마포구 동교동  201-49 ","www.unitasbrand.com","37.557476575546026"," 126.92152708768844"
"(주)미래능력개발교육원","02-441-6006","성동구 무학로 2길 54 신방빌딩 45층","http://www.mrhi.or.kr/","37.543781","127.072154"
"(주)삼경씨앤엠교육센타","02-714-5531","서울 용산구 동자동 43-56 센트럴프라자 5층6층 ","www.jtech.co.kr","37.55323","126.97232"
"(주)선진미트아카데미","02-2225-0779","강동구 풍성로 61길 7 B동 4층","http://cafe.naver.com/sjmeat","",""
"(주)시니어파트너즈","02-3218-6251","서울특별시 강남구 역삼동  707-5 ","http://www.yourstage.com","37.5031218"," 127.04562510000005"
"(주)신도리코","02-460-1114","성동구 성수이로24길 3","http://www.sindoh.com","37.540749","127.069001"
"(주)신언서판","070-4760-2299","서울특별시 금천구 가산동  371-28 우림라이온스밸리","http://www.good-edu.net/","37.4798346"," 126.88249969999993"
"(주)아미넷","02-322-0720","마포구 성미산로26길 27","","37.470556","126.894141"
"(주)아시아코치센터평생교육원","02-566-7752","서울 강남구 대치동 943-13 윤천빌딩 3층 (주)아시아코치센터","www.asiacoach.co.kr","37.50640","127.05910"
"(주)아이지엠세계경영연구원","02-2036-8325","서울 중구 장충단로 8길 11-16","www.igm.or.kr","37.56255","127.00740"
"(주)아이지엠세계경영연구원","02-2036-8385","서울특별시 중구 장충단로8길 11-16 (주)아이지엠세계경영연구원","http://www.igm.or.kr","37.56258","127.00742"
"(주)아인교육개발평생교육센터","02-523-1552","서울시 서초구 서초동 1593-7 서초이오빌 2F","http://ainedu.co.kr","37.48647","127.01292"
"(주)아카원","02-831-5712","동작구 상도로 49","www.acaone.com","",""
"(주)알키미컨설팅","02)572-8707","서울시 강남구 논현동 277-22번지 크린랩빌딩 2층","http://www.alkimi.com","37.4836913","126.9301698"
"(주)에듀조선","02-724-6900 ","서울특별시 종로구 창경궁로 117 [ 인의동  더케이손해보험빌딩 ] 2층","http://www.educhosun.co.kr","37.5728","126.9971"
"(주)에듀프로원격평생교육시설","02-888-7719","서울 구로구 구로동 197-5 삼성IT밸리 1004호","www.edupro1.co.kr","37.48601","126.89466"
"(주)에이취알커뮤니케이션즈","02-6925-0047","마포구 양화로 64 5층","http://m114.only114.co.kr/","",""
"(주)엔코아","02-754-7301","서울특별시 서초구 서초동  1550-12","http://www.encore.co.kr/","",""
"(주)엠디씨티","02-864-0596~7","금천구 가산디지털로 1 더루벤스밸리 407호","http://mdct.co.kr/","",""
"(주)예라고 평생교육시설","02-543-6799","서울특별시 영등포구 63로 36 리버타워 501호(주)예라고","http://www.yerago.co.kr","37.51943","126.93859"
"(주)예라고평생교육원","02-543-6799","서울시 영등포구 여의도동 61-5 리버타워 5층 ㈜예라고","http://yerago.co.kr","37.51941","126.93857"
"(주)온라인에듀원격평생교육시설","02-325-9434","서울특별시 구로구 디지털로33길 55 908호","http://www.onlinedu.kr","37.48675","126.89305"
"(주)온라인에듀원격평생교육시설","02-864-4670","서울시 구로구 구로동 212-8 대륭포스트타워 1차 1411호","http://www.onlinedu.kr","37.48353","126.89549"
"(주)위아스아카데미","02-722-1779","서울시 종로구 신문로1가 25번지 정우빌딩 802호","http://www.wiasacademy.co.kr","37.57044","126.97449"
"(주)유비온원격평생교육시설","02-3782-8707","서울 구로구 구로동 182-4대륭포스트타워 3차 6층 601호","http://edu.ubion.co.kr","37.48544","126.89820"
"(주)유비온원격평생교육시설","02-3782-8723","서울특별시 구로구 디지털로34길 27 대륭포스트타워 3차 6층 601호","http://edu.ubion.co.kr","37.48547","126.89821"
"(주)이솔교육원격평생교육원","02-765-7265","서울 노원구 공릉로 232 서울과학기술대학교 서울테크노파크 12층 1206-2호","http://www.esoledu.or.kr","37.63021","127.07532"
"(주)이솔평생교육원","02-973-0020","서울특별시 중랑구 묵동  163-3 태양빌딩","www.esoledu.or.kr","37.6160602"," 127.07838900000001"
"(주)이코인원격평생교육원","02-841-7755","서울특별시 영등포구 영등포로 381 정진빌딩 301호","http://www.ekoin.co.kr","37.51398","126.92071"
"(주)인코칭","02-780-5464","종로구 사직로 67","http://incoaching.com/","37.574065","127.022378"
"(주)인크레파스융합SW교육센터","02-869-1080","관악구 시흥대로 552","http://www.hanbitsw.com/","",""
"(주)일꾸오꼬알마이탈리아요리학교","02-3472-2111","서초구 효령로 256","www.ilcuoco.co.kr","",""
"(주)자원평가연구원부설보르도와인아카데미","02-396-0586","서울 종로구 부암동 182-1 한국금박빌딩 507호","http://www.winereview.co.kr/","37.59861","126.96167"
"(주)제이엠커리어","02-703-9900","영등포구 경인로 775 에이스하이테크시티 1동 9층","http://jmcareer.co.kr/","37.48363","126.99677"
"(주)조이에듀"," 02-887-2644","서울 관악구 대학동 1516-9번지 4층","http://www.joylaw.co.kr/police/lecture_apply.asp?j_code=TAA","37.4704326","126.9368805"
"(주)주거환경신문부설평생교육원","02-461-5824","서울시 광진구 군자동 358-9번지 광진동양파라곤 제 2단지 207호","www.rcnews.co.kr","37.54840","127.06973"
"(주)지원아카데미원격평생교육시설","02-2028-1300","서울특별시 구로구 디지털로34길 55 [ 구로동  코오롱싸이언스밸리2차 ] 707호","http://www.g1academy.co.kr","37.48427","126.8993"
"(주)창업경영신문사 경영교육원","02-714-1614","서울특별시 용산구 새창로 93 금강빌딩 5층 502호 5층","http://www.sbiznews.com","37.53901","126.95956"
"(주)창업경영신문사경영교육원","02-714-1615","서울 용산구 용문동 32-1 금강빌딩 5층 ","www.sbiznews.com","37.53914","126.95940"
"(주)책끼읽끼부설총체적언어교육평생교육원","02-730-1929","서울 종로구 신문로1가 58-14 한글회관 103호","www.readingcatch.com","37.57089","126.97230"
"(주)책끼읽끼부설총체적언어교육평생교육원","02-730-1901","서울특별시 종로구 새문안로3길 7 한글회관 103호","http://www.readingcatch.com","37.57093","126.97232"
"(주)청우이엔지","02-547-6933","서초구 신반포로 308 3~4층 ","http://www.cwe.co.kr","",""
"(주)캐럿코리아","02-518-5468","서울특별시 강남구 강남대로 488 (논현동  대남빌딩) 9층","http://www.carrotenglish.com","37.505879","127.024255"
"(주)케이지아이티뱅크","02-3676-9515","서울특별시 종로구 효제동  315-1 광일빌딩","http://itbank.seoul.kr/","37.5719576"," 127.00167220000003"
"(주)폰이씨엠","02-554-7956","서울특별시 강남구 언주로94길 9-4 [ 역삼동 ] 2층","http://www.phoneecm.co.kr","37.5046","127.04313"
"(주)피카이글로벌유통","02-6336-0200","서울시 금천구 가산동 60-19 SJ테크노빌 1206호","http://pkygroup.com","37.47940","126.88460"
"(주)하다런스","02-707-1007","영등포구 선유로49길 23 아이에스비즈타워 2차 1402호","http://www.hadaruns.com","37.476078","127.043105"
"(주)한국능률협회컨설팅","02-3786-0114","영등포구 여의공원로 101 8층","http://www.kmac.co.kr","37.496081","127.024906"
"(주)한국정책능력진흥원","02-2277-4678","서울특별시 중구 마른내로 137 상명빌딩 401호","http://www.sopa.or.kr","37.56493","127.00331"
"(주)한국조리예술학원","02-722-5209","중구 새문안로 30 장학빌딩 3층","http://hanjowon.co.kr/","37.568928","126.984294"
"(주)한국해운교육원","02-598-9095","서울특별시 서초구 방배중앙로 89 (방배동) 1층","http://www.kcma.co.kr","37.48734","126.98885"
"(주)한솔인재교육원","02-701-2400","성동구 무학로2길 10-4","","37.559353","127.080419"
"(주)허브컴퓨터아트학원","02-922-8822","동대문구 왕산로 81 두산베어스타워 3층","http://www.dshub.co.kr/","",""
"(주)히타치엘지데이터스토리지코리아","02-6945-4500","금천구 가산디지털1로 189 LG가산디지털센터","http://hlds.co.kr","37.483432","126.90868"
"100propass(백프로아카데미 )","02-974-2626 ","서울 성동구 성수동2가 281-16 휴먼테코1008호 (노량진학원) 서울 동작구 노량진1동 118-5번지 (133-120)","http://www.100propass.co.kr/lecture.php?code=2010&gubun=2","37.5475871","127.0659041"
"1318HappyZone무지개빛청개구리","02-431-1319","송파구 동남로6길 25-14 101호","http://cafe.daum.net/rainbowgf","",""
"1318해피존나무를심는학교","070-8156-2147","서대문구 북아현로14길 55 2층","","37.56147","126.8435"
"1318해피존새움터 지역아동센터","02-458-1813","광진구 자양로 71-7","","",""
"153캐드캠학원","02-2678-4185","양천구 오목로 336 6층","http://cafe.naver.com/153cad","37.52148","126.90301"
"1인독서실","02-585-8399","서초구 명달로9길 5 4층","http://blog.naver.com/dlfehr1001","",""
"2001아울렛일반문화센타","02-948-3007","서울 노원구 중계3동 509-1번지 시앤미 3층 문화센터","http://culture.2001outlet.com ","37.64069","127.06813"
"2001아울렛일반문화센터","02-948-3007","서울특별시 노원구 동일로204가길 34 시앤미 3층","http://culture.2001outlet.com","37.64075","127.06817"
"21세기 평생교육원","02-744-4026 ","서울특별시 종로구 종로65길 12-10 1층 일부","","37.57513","127.02038"
"21세기생명과학문화재단","070-7605-8907","서울특별시 종로구 명륜1가  5-7 ","www.biom.or.kr","37.58960017338244"," 126.99774742126465"
"365잉글리쉬","02-2299-6041","서울시 성동구 행당동 17 한양대학교 한양종합기술연구원 B207","www.365english.com","37.55705","127.04409"
"3D프린팅창조캠퍼스 서울  평생교육원","02-543-7531","서울특별시 구로구 디지털로26길 72 4층 일부(구로동)","","",""
"4.19 혁명기념 도서관","02-737-9556","종로구 평동 166","http://library.419revolution.org/","37.567302","126.96768"
"4차원속독학원","02-872-7233","관악구 낙성대역길 32 2층","http://www.speedreading.co.kr/","",""
"63아트미술관","02-789-5684","영등포구 63로 50","http://www.63.co.kr","37.48178","127.01544"
"APLAN원격평생교육원","02-702-1066","서울시 성북구 동소문동 6가 5-1 지헌빌딩 4층","http://www.aplan.co.kr","37.59229","127.01368"
"APLUS원격평생교육원","070-7545-2994","서울특별시 용산구 청파로45길 19 복조빌딩","","37.54427","126.96937"
"Aha!CEO평생교육원","02-2036-8300","서울특별시 중구 장충단로8길 11-16 4층 일부","http://www.bizcuit.com/kr","37.56258","127.00742"
"BBS미용예술직업전문학교","02-933-8323","노원구 동일로217가길 11 평화빌딩 3층","www.nowonbbs.co.kr","37.5533","126.92405"
"BCCA승무원학원","1544-9714","서대문구 이화여대길 20 4층","http://becabincrew.com/","",""
"BEDU사이버평생교육원","02-6330-8423","서울시 구로구 구로동 이엔씨 벤쳐 드림타워 2차 1305 호","http://www.bedu.or.kr","37.49519","126.88206"
"BSI원격평생교육센터","02-777-4124","서울특별시 종로구 종로 51 종로타워 21층","http://www.onbsi.com","37.58198","126.98699"
"BSI평생교육센터","02-6271-4041","서울 종로구 종로2가 6번지 종로타워 21층","www.bsigroup.co.kr","37.57095","127.00104"
"BSI평생교육센터","02-777-4124","서울특별시 종로구 종로51 종로타워 21층","http://www.bsigroup.co.kr","37.58215","126.98523"
"CC4외국어교육원","02-533-4602","서울특별시 서초구 강남대로65길 12 (서초동  한서그린빌리지) 609호","http://www.cc4cyber.co.kr","37.50051","127.02472"
"CFA한국협회교육센터","02-777-1430~1","중구 남대문로7길 33 7층","http://www.cfaedu.org/","37.566947","126.982232"
"CJ푸드빌아카데미","02-526-8930","금천구 가산디지털1로 131 BYC하이시티지식산업센터 C동 2층","https://www.cjfoodville.co.kr","37.487279","126.933397"
"CLC지역아동센터","02-803-5228","금천구 시흥대로90길 16 3층","","",""
"CLC희망학교지역아동센터","02-6268-1419","금천구 시흥대로 306 3층","","37.471639","126.934831"
"CL원격평생교육원","070-4337-1077","서울시 동대문구 신설동 98-29","","37.57597","127.02545"
"CMP실용음악학원(미아점)","02-919-8183","성북구 동소문로 298 2~3층","http://www.cmpcraft.co.kr/","37.626406","127.078844"
"CM뮤직보컬아카데미","02-3676-6183","성북구 삼선교로10길 47 2층","http://cafe.daum.net/mmvocal","37.643276","127.061501"
"CTS기독교TV부설평생교육시설","02-6333-2502","서울 동작구 노량진2동 27-2 CTS멀티미디어센터 11층 ","","37.51293","126.93699"
"CTS기독교TV부설평생교육시설","02-6333-1166","서울특별시 동작구 노량진로 100 11층","http://www.cts.tv","37.51297","126.93701"
"CreativeShake크리에이티브쉐이크 평생교육원","02-737-6590","서울특별시 종로구 인사동길 12 대일빌딩 1006","http://creativeshake.wix.com/creativeshake","37.57189","126.98725"
"DMR실용음악학원","02-714-1103","용산구 효창원로 111 2~3층","http://www.dmrmusic.co.kr","37.539706","127.042044"
"EDB어학원","02-732-8205","종로구 종로 65 2~3층","http://edbschool.co.kr/","",""
"EKOIN","02-842-9600","서울 영등포구 신길동 65-80 301호","http://ekoin.co.kr/goods/list.php","37.4836913","126.9301698"
"EK티쳐한국어교사원격평생교육원","02-6928-5016","서울특별시 금천구 가산디지털1로 219 (가산동  벽산디지털밸리6)303~306호","http://www.ekt.or.kr","37.4845","126.87899"
"EMCCA(한국에스프레소머신&커피아카데미)","02-432-1676","중랑구 용마산로136길 34-14","http://emcorea.cafe24.com","",""
"EN평생교육시설","02-878-1945","서울특별시 관악구 쑥고개로 67-1 1층(봉천동)","http://cyber.english.co.kr","37.47966","126.94405"
"EP원격평생교육시설","02-2108-1936","서울 구로구 구로동 170-5 우림이비지센터 804","","37.48698","126.89529"
"Endpoint원격평생교육원","02-905-1880","서울 도봉구 창동 5-1 킹프라자 504호","www.endpoint.co.kr","37.65252","127.04895"
"Endpoint원격평생교육원","02-905-1880","서울특별시 도봉구 마들로11가길 16 킹프라자 504호","http://www.endpoint.co.kr","37.65256","127.04897"
"FJ어학원","02-722-8215","종로구 종로 77 통일빌딩 4층","http://fujiwara.co.kr","37.584923","127.001068"
"FM News 부설 FM전문인력평생교육원","02-542-7142","서울시 동대문구 장안로 51 성안빌딩 2층 ","","37.57437","127.04002"
"GK한국네일전문학원","02-737-4141","종로구 삼일대로 385-1 8층","http://www.gknailart.com/","37.569664","126.98427"
"GLA외국어학원","02-413-0061","송파구 송파대로 455","http://www.gla.or.kr/","",""
"GLOBALACADEMICS","02-428-8282","서울특별시 종로구 삼일대로15길 19 글로벌빌딩 4층","http://gphone.global21.co.kr","37.56869","126.98635"
"GLOBALACADEMICS(global-phone.co.kr)","02-565-7257","서울시 종로구 관철동 11-19 글로벌빌딩 4층","http://www.global-phone.co.kr","37.56867","126.98633"
"GMB직업전문학교","02-885-2598","관악구 봉천동 남부순환로 1724","http://www.gmb.ac.kr/","",""
"GMI컨설팅그룹인재경영학원","02-412-5525","송파구 송파대로 111 파크하비오오비스텔 202동 C224호","http://www.gmigolf.co.kr","",""
"GTI코리아&노보컨설팅","02-861-8114","서울특별시 금천구 서부샛길 606 A동 1303호(가산동  대성디폴리스지식산업센터)","http://www.novoedu.cr.kr","37.47999","126.87702"
"GTI코리아노보컨설팅","02-2202-1931","서울 강남구 수서동 734번지 KT빌딩 1층","www.novoedu.co.kr","37.48845","127.09879"
"Global Remnant","02-3665-6785","서울특별시 강서구 강서로 374 ","","",""
"Global Remnant","02-3665-6785","서울시 강서구 등촌3동 659번지 램넌트비전센터 6층 ","","37.55793","126.84918"
"H&C월드댄스스포츠학원","02-373-1345","동대문구 천호대로 427-4 3층","http://cafe.naver.com/jinadance","",""
"HB외식창업센터요리학원","02-2038-8452","동대문구 장한로 25 8~9층","http://cafe.naver.com/ourmusicbox","",""
"HCMC음악학원(한국교회음악원)","02-730-7651","서초구 청두곶10길 17","http://www.hcmc.sc.kr","",""
"HD행복연구소 평생교육원","070-7798-9767","서울특별시 종로구 평창문화로 75 [ 평창동 ] 글로리아타운 A-407","","",""
"HE지역아동센터","02-2245-3027","동대문구 사가정로4길 80 2층 ","","37.588428","127.011714"
"HRM코리아평생교육원","02-745-4900 ","서울특별시 성동구 아차산로7나길 18 10층 1004호","http://www.hrmkorea.com","37.5477","127.05746"
"HY실용음악학원","070-7630-8411","노원구 노해로85길 15-14 3층   ","http://blog.naver.com/hymusiccokr","37.555613","126.924366"
"Hans상계실용음악학원","02-933-3358","노원구 한글비석로24길 44 2층   ","http://노원실용음악학원.com/","37.55836","126.92518"
"IGM사이버캠퍼스(cyber.igm.or.kr)","02-2036-8318","서울특별시 중구 장충단로 8길 11-16 IGM세계경영연구원","","37.56227","127.00873"
