"문화공간코드","장르분류코드","장르분류명","문화공간명","대표이미지","주소","전화번호","팩스번호","홈페이지","관람시간","관람료(원)","휴관일","개관일자","객석수","X좌표","Y좌표","기타사항","무료구분"
"101273","1","공연장","원앤제이 +1","","서울특별시 중구 동호로11자길 33","02-745-1644","","http://oneandj.com/plusone/","","","일요일 월요일","","","37.5506963835","127.0048208791","",""
"101196","1","공연장","Mfor 아트스페이스","http://culture.seoul.go.kr/data/cf/20180703022724.JPG","서울특별시 강남구 봉은사로30길 62 지하 1층 Mfor아트스페이스","02-543-2361","","https://www.mforas.com/","","","공연 없는 날 휴무","","","37.50350265533141","127.03653530820529","",""
"101416","1","공연장","예빛섬","http://culture.seoul.go.kr/data/cf/20190802141746.jpg","서울특별시 서초구 올림픽대로 683","02-3447-3084","","www.somesevit.co.kr/","","","연중무휴","","","37.510936979995535","126.99486498213613","",""
"101026","1","공연장","명동예술극장","http://culture.seoul.go.kr/data/cf/20180420102929.JPG","서울특별시 중구 명동길 35","02-1644-2003","","http://www.ntck.or.kr/ko","","","","","","37.5639761281","126.984217308","",""
"101225","1","공연장","꿈의숲아트센터","","서울특별시 강북구 월계로 173","02-2289-5401","","https://www.dfac.or.kr/","","","","","","37.6202556323","127.0443254124","",""
"101215","1","공연장","kt 챔버홀","","","02-3414-2063","","www.ktchamberhall.co.kr/","","","","","","37.529459866","126.8711176804","",""
"101214","1","공연장","플랫폼 창동 61","http://culture.seoul.go.kr/data/cf/20180718163948.jpg","","02-993-0561","","www.platform61.kr/","","","","","","37.6543722563","127.0490690004","",""
"101213","1","공연장","라이브홀 문래재즈IN","","서울특별시 영등포구 도림로 475","2633-3025","","","","","","","","37.5161375302","126.8906550059","",""
"101207","1","공연장","평촌아트홀","","경기도 안양시 동안구 평촌대로 76","031-687-0555","","http://www.ayac.or.kr/ayac/ayac_04_03.asp","","","","","","37.3799817842","126.9640316604","",""
"101206","1","공연장","구리아트홀","","경기도 구리시 아차산로 453","031-550-8800","","https://www.gart.go.kr/","","","","","","37.5955702534","127.1298794806","",""
"101205","1","공연장","성남아트센터","http://culture.seoul.go.kr/data/cf/20180703160549.gif","경기도 성남시 분당구 성남대로 808","031-783-8000","","http://www.snart.or.kr/","","","","","","37.4029561261","127.1305582736","",""
"101204","1","공연장","안산문화예술의전당","","경기도 안산시 단원구 화랑로 312","031-481-4000","","http://www.ansanart.com/","","","","","","37.3197987585","126.8225131265","",""
"101200","1","공연장","안양아트센터","http://culture.seoul.go.kr/data/cf/20180703160315.bmp","경기도 안양시 만안구 문예로36번길 16","031-687-0500","","https://www.ayac.or.kr","","","","","","37.3845158532","126.9316181034","",""
"101203","1","공연장","의정부예술의전당","http://culture.seoul.go.kr/data/cf/20180718150759.jpg","경기도 의정부시 의정로 1","031-828-5841","","http://www.uac.or.kr/","","","","","","37.7333859484","127.0341283858","",""
"100964","1","공연장","레미어린이극장 금천점","","서울  금천구 독산동 295-10  빅마켓 3층","02-868-5961","","http://www.reomusical.com/new/main/main.htm","","","","","","37.47038178537002","126.89572732029396","",""
"100931","1","공연장","JCC 아트센터","http://culture.seoul.go.kr/data/cf/20170613135206.jpg","서울  종로구 혜화동  창경궁로35길 29","02-2138-7373~4","","www.jeijcc.org","","","매주 월요일","","","37.58746789100366","127.00226443643811","",""
"100955","1","공연장","세종대 컨벤션센터","","서울  광진구 군자동","0234084458","","","","","","","","37.550342255968864","127.07315026422165","",""
"100972","1","공연장","현대카드 언더스테이지","http://culture.seoul.go.kr/data/cf/20180214134750.JPG","서울  용산구 한남동 683-132","02-331-6301","","understage.hyundaicard.com","","","","","","37.5366300766","127.0006788695","",""
"100970","1","공연장","노원어울림극장","","서울  노원구 상계동 723","02-2289-6767","","","","","","","","37.6544517616","127.063692309","",""
"100966","1","공연장","대학로예술극장","","서울  종로구 동숭동 1-67  대학로10길 17","02-3668-0007","","","","","","","","37.58197180922168","127.00326620942096","",""
"100963","1","공연장","예스24 라이브홀","http://culture.seoul.go.kr/data/cf/20180111203407.jpg","서울  광진구 광장동 319-33","02) 457-5114","","https://yes24livehall.com","","","","","","37.5457347994","127.1080529382","",""
"100953","1","공연장","반포심산아트홀","http://culture.seoul.go.kr/data/cf/20171103163013.jpg","서울  서초구 반포동   114-3","02-3477-2461","","https://www.seochocf.or.kr","","","","","","37.4988344628","126.9912424758","",""
"100949","1","공연장","은평문화예술회관","http://culture.seoul.go.kr/data/cf/20171001193947.jpg","서울  은평구 녹번동 85-4  녹번동","023513736","","www.efac.or.kr","","","일요일","","","37.6039162966","126.9283646429","",""
"100945","1","공연장","심산아트홀","http://culture.seoul.go.kr/data/cf/20170911181117.jpg","서울  서초구 반포동 114-3","02-3477-2461","","www.seochocf.or.kr","","","매주 월요일","","","37.4988344628","126.9912424758","",""
"100429","1","공연장","세종문화회관","http://culture.seoul.go.kr/data/cf/title_100429.jpg","서울  종로구 세종로 81-3  )","02-399-1114~6","","www.sejongpac.or.kr","","","연중무휴","","","37.5726241","126.9760053","",""
"100926","1","공연장","상명아트센터","http://culture.seoul.go.kr/data/cf/20170329182040.JPG","서울  종로구 홍지동 7-1","02-538-0058","","www.smarts.or.kr","","","","","","37.60295237794524","126.95631563230714","",""
"100942","1","공연장","여의도 물빛무대","","서울  영등포구 여의도동 84-1","02-3780-0799","","http://www.floating-stage.com/","","","","","","37.532232828342046","126.92793092571598","",""
"101277","1","공연장","문씨어터","","서울특별시 종로구 대학로10길 12","6403-7117","","http://www.e-stc.or.kr/Front/01_perform/placeUniv_view.asp?no=447","","","","","","37.5816150275","127.0028076814","",""
"100922","1","공연장","세실아트홀","http://culture.seoul.go.kr/data/cf/20170313134152.jpg","서울  강남구 신사동 616-7","02 3446 1665","","www.cecil.co.kr","","","없음","","","37.5281527704","127.0318444257","",""
"100923","1","공연장","역삼1강남씨어터","","서울  강남구 역삼동 829-20","02-2176-0724","","","","","","","","37.4953558267","127.0332508125","",""
"100916","1","공연장","서울강서문화원","http://culture.seoul.go.kr/data/cf/20170222105504.jpg","서울  강서구 화곡동 우장산동 111-90","02-2607-4233","","http://www.kcc2000.or.kr","","","","","","37.544720421764325","126.84376964362978","",""
"100912","1","공연장","일신홀","","서울  용산구 한남동 714","02-792-8425","","http://ilshinhall.com/index.html","","","","","","37.537174151","127.0055803477","",""
"100894","1","공연장","서촌공간 서로","http://culture.seoul.go.kr/data/cf/20161205112650.jpg","서울  종로구 옥인동 62","02-730-2502","","www.spaceseoro.com","","","","2015.04","","37.5815528","126.967847","","1"
"101164","1","공연장","KB아트홀","","서울특별시 강남구 테헤란로 117","02)6900-3524~6","","http://www.kbarthall.com","","","","","","37.4991588775","127.0302624429","",""
"100887","1","공연장","꿈의숲아트센터","http://culture.seoul.go.kr/data/cf/20150616153325.JPG","서울  강북구 월계로 173","02-2289-5401","02-2289-5410","http://www.dfac.or.kr","","","매주 월요일","2009.10.1","콘서트홀(301석) 퍼포먼스홀(283석)","37.621296","127.038618","","1"
"100850","1","공연장","한국문화예술위원회","http://culture.seoul.go.kr/data/cf/20101118155852.jpg","서울  구로구 구로동 26-1  )","02-760-45004600","02-760-4700","http://www.arko.or.kr","","","","","","35.0207620","126.7819340","","0"
"100888","1","공연장","강동아트센터","http://culture.seoul.go.kr/data/cf/20150817131444.jpg","서울  강동구 상일동 (동남로) 870","02-440-0500","02-440-0501","http://www.gangdongarts.or.kr","공연에 따라 다름 (홈페이지 참조 바랍니다)","공연에 따라 다름 (홈페이지 참조 바랍니다)","매주 월요일","2011년 9월 1일","대극장 850석 소극장 250석","37.551449","127.157598","","1"
"100913","1","공연장","(재)마포문화재단","","서울  마포구 대흥동","02-3274-8633","","http://www.mapoartcenter.or.kr","","","매월 마지막주 월요일","","","37.5498927388396","126.94530737704069","",""
"100909","1","공연장","블루스퀘어(Blue Square)","http://culture.seoul.go.kr/data/cf/20180718150251.jpg","서울  용산구 한남동 727-56","1544-1591","","www.bluesquare.kr/","","","","","","37.5407025699","127.002647735","",""
"100907","1","공연장","성수아트홀","","서울  성동구 성수동1가   656-323","02-2204-7570","","http://seongsu.sdfac.or.kr/","","","월요일","","","37.5454144938","127.0469742265","",""
"100902","1","공연장","문화정원아트홀","http://culture.seoul.go.kr/data/cf/20161229092552.JPG","서울  금천구 독산동 296-9","028391155","","www.cgarthall.co.kr","","","","","","37.4717842","126.8936703","",""
"100901","1","공연장","전통연희상설극장 광화문아트홀","http://culture.seoul.go.kr/data/cf/20161222145800.JPG","서울  종로구 사직동 284-1  광화문아트홀","02-2232-7952","","www.samulnori.xyz","","","","","","37.57426","126.9624155","",""
"100864","1","공연장","서울숲공원 야외공연장","http://culture.seoul.go.kr/data/cf/20110303213832.JPG","서울  성동구 성수동1가 685-306  )","460-2905","","http://parks.seoul.go.kr/template/default.jsp?park_id=seoulforest","행사별로 정함","행사별로 정함","없음","2005.6.18","잔디마당으로 고정된 객석없음","37.5436840","127.0409120","","0"
"100856","1","공연장","강북문화예술회관","http://culture.seoul.go.kr/data/cf/20111103130650.jpg","서울  강북구 수유동 360-10  )","02-339-1111","02-901-6239","http://samgaksan.gangbukcmc.seoul.kr/sam/group01/page01.php","공연에 따라 다름","","매주 둘째 넷째 일요일","2001.10.31","공연장 1개 총 700석규모","37.6408544","127.0133421","","1"
"100777","1","공연장","도봉구민회관","http://culture.seoul.go.kr/data/cf/20111101131748.jpg","서울  도봉구 창동 303 )","02-901-5160~2","02-999-4416","http://www.dobongsiseol.or.kr","공연에 따라 다름/09시~22시","","첫째 셋째주 일요일","1993.12.23","대강당 600석/소공연장 190석","37.6541068","127.0384528","","1"
"100282","1","공연장","KBS홀","http://culture.seoul.go.kr/data/cf/20111202093917.jpg","서울  영등포구 여의도동  여의공원로 13","02-781-1000","","http://office.kbs.co.kr/kbshall/","","","","","","37.5259171","126.9152678","주차시설 이용 : 방문객 주차장 이용 (평일 오후 6시 이후는 무료 토요일 오후 1시 이후 무료)","1"
"100515","1","공연장","남산예술센터드라마센터(구 동랑예술센터)","http://culture.seoul.go.kr/data/cf/20111101134320.jpg","서울  중구 예장동 8-19 )","02-778-0621","02-778-9737","http://www.nsartscenter.or.kr/","공연에 따라 다름","","공연에 따라 다름","1962.04.12","476","37.5586795","126.9882338","현대연극 중심의 제작극장으로서 자체제작 및 공동제작 공연으로 프로그램을 운영하고 있으며 외부 대관을 하지 않음","1"
"100509","1","공연장","CGV 명동","http://culture.seoul.go.kr/data/cf/20111202091655.jpg","서울  중구 명동2가  명동길 14 눈스퀘어 8층","1544-1122","","http://www.cgv.co.kr/theater/theater/default.aspx?theaterCode=09","","","","","5 관 / 788석","37.5633303","126.9826431","■ 국내 최초의 부띠끄 시네마 ■ 향기로운 향공조 시스템 상영관 ■ 1대1 상영관 좌석안내 ■ 순번대기표에 의한 신속하고 편리한 발권 ■ 최고급 틸트형 좌석 ■ 무료쇼핑백 보관함 ■ 다양한 먹거리와 볼거리 쇼핑몰","1"
"100833","1","공연장","서초구민회관","http://culture.seoul.go.kr/data/cf/20111020141329.jpg","서울  서초구 양재동 )","02-2155-8301~5","","http://www.seocho.go.kr/site/gm/index.jsp","","","","","","37.4818178","127.0360176","","0"
"100834","1","공연장","서초구민체육센터","http://culture.seoul.go.kr/data/cf/20111020134431.jpg","서울  서초구 반포동 114-3 )","02-591-6060","","http://www.seochoymca.com/","","","매월 넷째주 일요일","1994.10.27","","37.4987920","126.9905045","","1"
